screen,widget,id,tag_screen,tag_widget,annotator,annotation_id
http://45.33.96.10:9082/usatoday-terms-4-bbox-0818-screen.jpg,http://45.33.96.10:9082/usatoday-terms-4-bbox-0818-widget.jpg,1014,get_started,continue,hyoj.p20@gmail.com,751
http://45.33.96.10:9082/abc-terms-1-bbox-0294-screen.jpg,http://45.33.96.10:9082/abc-terms-1-bbox-0294-widget.jpg,1116,category,add,hyoj.p20@gmail.com,845
http://45.33.96.10:9082/usatoday-terms-3-bbox-0252-screen.jpg,http://45.33.96.10:9082/usatoday-terms-3-bbox-0252-widget.jpg,1110,category,continue,hyoj.p20@gmail.com,761
http://45.33.96.10:9082/abc-terms-3-bbox-0258-screen.jpg,http://45.33.96.10:9082/abc-terms-3-bbox-0258-widget.jpg,1100,category,continue,hyoj.p20@gmail.com,760
http://45.33.96.10:9082/usatoday-terms-1-bbox-0408-screen.jpg,http://45.33.96.10:9082/usatoday-terms-1-bbox-0408-widget.jpg,1093,category,continue,hyoj.p20@gmail.com,773
http://45.33.96.10:9082/usatoday-terms-2-bbox-0259-screen.jpg,http://45.33.96.10:9082/usatoday-terms-2-bbox-0259-widget.jpg,1091,category,continue,hyoj.p20@gmail.com,775
http://45.33.96.10:9082/usatoday-terms-3-bbox-0323-screen.jpg,http://45.33.96.10:9082/usatoday-terms-3-bbox-0323-widget.jpg,1076,category,continue,hyoj.p20@gmail.com,792
http://45.33.96.10:9082/usatoday-terms-4-bbox-0409-screen.jpg,http://45.33.96.10:9082/usatoday-terms-4-bbox-0409-widget.jpg,1062,category,continue,hyoj.p20@gmail.com,797
http://45.33.96.10:9082/usatoday-terms-4-bbox-0728-screen.jpg,http://45.33.96.10:9082/usatoday-terms-4-bbox-0728-widget.jpg,1028,category,add,hyoj.p20@gmail.com,837
http://45.33.96.10:9082/usatoday-terms-3-bbox-0488-screen.jpg,http://45.33.96.10:9082/usatoday-terms-3-bbox-0488-widget.jpg,1087,home,category,hyoj.p20@gmail.com,782
http://45.33.96.10:9082/abc-terms-1-bbox-0149-screen.jpg,http://45.33.96.10:9082/abc-terms-1-bbox-0149-widget.jpg,1115,get_started,continue,hyoj.p20@gmail.com,766
http://45.33.96.10:9082/zappos-terms-1-bbox-1805-screen.jpg,http://45.33.96.10:9082/zappos-terms-1-bbox-1805-widget.jpg,1114,sign_in,password,hyoj.p20@gmail.com,765
http://45.33.96.10:9082/usatoday-terms-1-bbox-0114-screen.jpg,http://45.33.96.10:9082/usatoday-terms-1-bbox-0114-widget.jpg,1113,get_started,continue,hyoj.p20@gmail.com,762
http://45.33.96.10:9082/AliExpress-Terms-3-bbox-1208-screen.jpg,http://45.33.96.10:9082/AliExpress-Terms-3-bbox-1208-widget.jpg,1112,home,menu_more,hyoj.p20@gmail.com,764
http://45.33.96.10:9082/AliExpress-Terms-1-bbox-1260-screen.jpg,http://45.33.96.10:9082/AliExpress-Terms-1-bbox-1260-widget.jpg,1111,setting,legal,hyoj.p20@gmail.com,767
http://45.33.96.10:9082/abc-terms-2-bbox-0369-screen.jpg,http://45.33.96.10:9082/abc-terms-2-bbox-0369-widget.jpg,1109,popup,perms_allow,hyoj.p20@gmail.com,763
http://45.33.96.10:9082/usatoday-terms-2-bbox-1353-screen.jpg,http://45.33.96.10:9082/usatoday-terms-2-bbox-1353-widget.jpg,1108,setting,legal,hyoj.p20@gmail.com,768
http://45.33.96.10:9082/usatoday-terms-3-bbox-0711-screen.jpg,http://45.33.96.10:9082/usatoday-terms-3-bbox-0711-widget.jpg,1107,category,contact,hyoj.p20@gmail.com,834
http://45.33.96.10:9082/zappos-terms-1-bbox-2045-screen.jpg,http://45.33.96.10:9082/zappos-terms-1-bbox-2045-widget.jpg,1104,sign_in,password,hyoj.p20@gmail.com,769
http://45.33.96.10:9082/abc-terms-3-bbox-0548-screen.jpg,http://45.33.96.10:9082/abc-terms-3-bbox-0548-widget.jpg,1103,home,menu_more,hyoj.p20@gmail.com,770
http://45.33.96.10:9082/abc-terms-2-bbox-0662-screen.jpg,http://45.33.96.10:9082/abc-terms-2-bbox-0662-widget.jpg,1102,category,menu_settings,hyoj.p20@gmail.com,771
http://45.33.96.10:9082/zappos-terms-1-bbox-1434-screen.jpg,http://45.33.96.10:9082/zappos-terms-1-bbox-1434-widget.jpg,1101,sign_in,email,hyoj.p20@gmail.com,772
http://45.33.96.10:9082/groupon-terms-1-bbox-0314-screen.jpg,http://45.33.96.10:9082/groupon-terms-1-bbox-0314-widget.jpg,1098,home,account,hyoj.p20@gmail.com,759
http://45.33.96.10:9082/usatoday-terms-4-bbox-0514-screen.jpg,http://45.33.96.10:9082/usatoday-terms-4-bbox-0514-widget.jpg,1097,category,add,hyoj.p20@gmail.com,844
http://45.33.96.10:9082/groupon-terms-2-bbox-0109-screen.jpg,http://45.33.96.10:9082/groupon-terms-2-bbox-0109-widget.jpg,1096,home,account,hyoj.p20@gmail.com,758
http://45.33.96.10:9082/usatoday-terms-2-bbox-0385-screen.jpg,http://45.33.96.10:9082/usatoday-terms-2-bbox-0385-widget.jpg,1095,get_started,skip,hyoj.p20@gmail.com,833
http://45.33.96.10:9082/groupon-terms-2-bbox-0556-screen.jpg,http://45.33.96.10:9082/groupon-terms-2-bbox-0556-widget.jpg,1094,about,legal,hyoj.p20@gmail.com,832
http://45.33.96.10:9082/etsy-terms-1-bbox-0327-screen.jpg,http://45.33.96.10:9082/etsy-terms-1-bbox-0327-widget.jpg,1092,signin_or_signup,to_signup,hyoj.p20@gmail.com,777
http://45.33.96.10:9082/AliExpress-Terms-1-bbox-0907-screen.jpg,http://45.33.96.10:9082/AliExpress-Terms-1-bbox-0907-widget.jpg,1090,account,help,hyoj.p20@gmail.com,776
http://45.33.96.10:9082/usatoday-terms-3-bbox-0150-screen.jpg,http://45.33.96.10:9082/usatoday-terms-3-bbox-0150-widget.jpg,1089,get_started,continue,hyoj.p20@gmail.com,774
http://45.33.96.10:9082/AliExpress-Terms-2-bbox-0409-screen.jpg,http://45.33.96.10:9082/AliExpress-Terms-2-bbox-0409-widget.jpg,1086,home,account,hyoj.p20@gmail.com,783
http://45.33.96.10:9082/abc-terms-3-bbox-0146-screen.jpg,http://45.33.96.10:9082/abc-terms-3-bbox-0146-widget.jpg,1085,get_started,continue,hyoj.p20@gmail.com,784
